epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,219.303,1.1482,2.13384,1.40305,1.36234,0.25897,0.39286,0.21575,0.08922,0.41595,0.23727,0.18466,0.06949,2.33564,5.5081,3.93452,2.71082,0.00122401,0.00122401,0.00122401
23,228.764,1.15559,1.95909,1.28678,1.38782,0.63863,0.35062,0.34619,0.11255,0.15663,0.6381,0.22565,0.06267,2.36179,5.47685,5.0196,2.9949,0.00122277,0.00122277,0.00122277
24,238.416,1.19072,2.15108,1.38763,1.3773,0.309,0.57587,0.35802,0.17406,0.25198,0.4381,0.30632,0.12717,2.15151,4.8521,4.11254,2.51238,0.00122154,0.00122154,0.00122154
25,248.501,1.23469,2.0185,1.39707,1.43971,0.19511,0.35476,0.21311,0.09485,0.39048,0.15952,0.12875,0.02794,2.13387,5.43193,4.00114,2.70672,0.0012203,0.0012203,0.0012203
26,257.898,1.17182,1.97549,1.32839,1.34793,0.74242,0.1287,0.16872,0.07015,0.43163,0.12143,0.11486,0.04604,2.35647,5.78112,3.88356,2.9752,0.00121906,0.00121906,0.00121906
27,267.526,1.0796,1.96207,1.22157,1.28672,0.56239,0.44353,0.44342,0.2354,0.33743,0.37692,0.28703,0.11986,1.99298,5.10995,3.21329,2.40779,0.00121783,0.00121783,0.00121783
28,277.051,1.09627,2.03267,1.23091,1.30956,0.48952,0.59062,0.54287,0.23694,0.29557,0.3381,0.30073,0.10419,2.10947,4.58002,3.22708,2.41111,0.00121659,0.00121659,0.00121659
29,286.639,1.12476,1.98645,1.28475,1.35843,0.66068,0.46681,0.54947,0.22572,0.46168,0.36564,0.36909,0.11231,2.20052,4.92987,2.90797,2.85537,0.00121535,0.00121535,0.00121535
30,296.201,1.11297,1.98102,1.23365,1.35899,0.41852,0.52162,0.50393,0.23873,0.42241,0.52083,0.46335,0.15142,2.04869,4.71636,3.28799,2.64796,0.00121411,0.00121411,0.00121411
31,305.875,1.12697,2.00603,1.30175,1.35948,0.61701,0.59048,0.6502,0.32985,0.50724,0.45476,0.5103,0.18457,2.13859,4.59852,2.70774,2.6374,0.00121287,0.00121287,0.00121287
32,316.024,1.04964,1.84375,1.20335,1.29115,0.57283,0.62857,0.61987,0.34227,0.5193,0.51905,0.51643,0.22445,2.02498,4.63192,3.09252,2.87165,0.00121164,0.00121164,0.00121164
33,326.022,1.06688,2.05703,1.22334,1.33738,0.57111,0.68209,0.61547,0.35788,0.60882,0.47962,0.52681,0.26835,1.92842,4.65288,2.09697,2.54812,0.0012104,0.0012104,0.0012104
34,335.659,1.0794,1.88055,1.19193,1.30156,0.76101,0.49762,0.63877,0.39126,0.69914,0.47403,0.58817,0.27281,1.78863,4.43297,2.13241,2.29406,0.00120916,0.00120916,0.00120916
35,345.46,1.02491,2.00298,1.16268,1.25681,0.42297,0.45082,0.4109,0.25395,0.29237,0.38333,0.30337,0.15934,1.76131,4.91469,4.44739,2.29111,0.00120793,0.00120793,0.00120793
36,355.06,1.02726,1.8121,1.13812,1.25645,0.27862,0.50714,0.39049,0.24485,0.25223,0.39762,0.31983,0.16654,1.79546,4.62925,3.18304,2.22348,0.00120669,0.00120669,0.00120669
37,364.98,1.06106,1.89215,1.08952,1.28139,0.5494,0.57825,0.50726,0.25706,0.53027,0.56128,0.48094,0.20919,1.97957,3.90088,1.8058,2.37691,0.00120545,0.00120545,0.00120545
38,374.674,1.00926,1.7358,1.07882,1.22991,0.45681,0.42937,0.43582,0.27508,0.4991,0.49007,0.49486,0.23538,1.952,4.24893,2.53278,2.21416,0.00120421,0.00120421,0.00120421
39,384.664,0.9593,1.8564,1.03674,1.21229,0.61326,0.44393,0.416,0.17957,0.61326,0.44393,0.40805,0.17997,2.39933,4.57229,3.32929,2.71757,0.00120298,0.00120298,0.00120298
40,394.587,1.07323,2.0168,1.23525,1.27347,0.50506,0.36905,0.38753,0.16924,0.47537,0.31905,0.38001,0.148,2.30046,4.63412,3.32717,2.69161,0.00120174,0.00120174,0.00120174
41,404.346,0.97523,1.77598,1.09066,1.25129,0.5494,0.41667,0.4465,0.2443,0.53558,0.40476,0.42499,0.16992,1.96694,4.63341,2.5799,2.41363,0.0012005,0.0012005,0.0012005
42,414.171,0.9202,1.70248,0.94168,1.1971,0.66601,0.36265,0.38384,0.21687,0.74047,0.21905,0.26775,0.13238,2.04805,4.9092,2.75372,2.39425,0.00119926,0.00119926,0.00119926
43,423.619,1.02462,1.67753,1.09602,1.30215,0.57928,0.54762,0.49716,0.26759,0.50544,0.51417,0.45234,0.24225,2.1877,4.9088,2.13561,2.49272,0.00119802,0.00119802,0.00119802
44,433.348,1.00589,1.80834,0.98259,1.21656,0.67995,0.47235,0.54534,0.21282,0.46521,0.53571,0.45108,0.19418,2.24277,4.68072,2.32453,2.68396,0.00119679,0.00119679,0.00119679
45,443.158,0.87258,1.60355,0.97668,1.18167,0.62387,0.55895,0.57161,0.37048,0.51549,0.54743,0.5058,0.2949,1.65722,4.44734,1.83281,2.11707,0.00119555,0.00119555,0.00119555
46,452.849,0.97411,1.82802,1.12309,1.24559,0.62058,0.60391,0.58765,0.35347,0.58434,0.57064,0.58296,0.28858,1.65927,4.45275,2.05666,2.04933,0.00119431,0.00119431,0.00119431
47,462.57,0.96034,1.7015,1.07021,1.23983,0.60993,0.5881,0.61753,0.41392,0.60993,0.5881,0.59408,0.35978,1.66983,4.94582,2.05837,1.92736,0.00119308,0.00119308,0.00119308
48,472.471,0.97091,1.73027,0.95716,1.20916,0.67277,0.59706,0.6726,0.41383,0.64306,0.56187,0.60764,0.37748,1.5647,4.52607,1.82234,1.94299,0.00119184,0.00119184,0.00119184
49,482.48,0.9719,1.76551,0.97758,1.22512,0.80862,0.59762,0.66703,0.42072,0.80855,0.60319,0.66839,0.34828,1.83583,4.38281,1.64619,2.25603,0.0011906,0.0011906,0.0011906
50,492.212,1.03594,1.9705,1.09593,1.28976,0.6633,0.64762,0.6773,0.38969,0.65494,0.63233,0.65441,0.28935,1.88988,4.30814,1.63914,2.27592,0.00118936,0.00118936,0.00118936
51,502.003,0.97144,1.77228,1.03572,1.24082,0.71848,0.68585,0.67779,0.44769,0.69655,0.67394,0.64175,0.30082,1.74381,3.91143,1.83133,2.09501,0.00118812,0.00118812,0.00118812
52,512.006,0.98046,1.83442,0.9846,1.2902,0.66631,0.65138,0.6437,0.37563,0.5436,0.5381,0.48753,0.24694,1.9701,4.92289,2.29132,2.52856,0.00118689,0.00118689,0.00118689
53,521.655,0.94168,1.74623,0.98405,1.22247,0.59408,0.67016,0.68985,0.36744,0.69602,0.5546,0.59845,0.27211,1.95236,5.28885,1.86092,2.25588,0.00118565,0.00118565,0.00118565
54,531.569,0.94504,1.74471,1.04445,1.25973,0.46136,0.63088,0.58489,0.35741,0.59252,0.50488,0.54782,0.26855,1.90468,5.35985,2.03353,2.26152,0.00118441,0.00118441,0.00118441
55,541.543,0.84663,1.60033,0.90046,1.17618,0.64597,0.60178,0.66663,0.39047,0.56498,0.49786,0.50211,0.21691,2.02199,5.99884,1.58446,2.48581,0.00118317,0.00118317,0.00118317
56,551.115,0.86067,1.50548,0.91045,1.18048,0.66594,0.70313,0.68194,0.41545,0.65668,0.58171,0.56005,0.26706,1.80776,5.6633,1.63516,2.28185,0.00118194,0.00118194,0.00118194
57,561.11,0.83998,1.61652,0.91005,1.1326,0.60175,0.71905,0.74124,0.44882,0.77308,0.46964,0.64712,0.36276,1.58413,4.77005,1.63927,1.9617,0.0011807,0.0011807,0.0011807
58,570.929,0.83573,1.54052,0.8792,1.1803,0.62265,0.69444,0.73396,0.48452,0.58248,0.66605,0.65688,0.3775,1.53625,4.79615,1.65554,1.90106,0.00117946,0.00117946,0.00117946
59,580.793,0.87554,1.55619,0.89033,1.1842,0.60917,0.70271,0.73654,0.41543,0.82614,0.54241,0.63627,0.35213,1.79527,4.60485,1.52742,2.20008,0.00117822,0.00117822,0.00117822
60,590.708,0.84285,1.59449,0.87381,1.14689,0.63815,0.70412,0.69937,0.37814,0.63893,0.67379,0.68516,0.33807,1.92445,4.66743,1.5208,2.42968,0.00117699,0.00117699,0.00117699
61,600.342,0.82254,1.53129,0.91471,1.16055,0.73485,0.6294,0.7066,0.41563,0.7815,0.62924,0.69092,0.36786,1.77625,4.474,1.51194,2.16781,0.00117575,0.00117575,0.00117575
62,610.434,0.8476,1.51925,0.85927,1.16756,0.7924,0.65488,0.72288,0.50414,0.82226,0.66431,0.67958,0.4145,1.61595,4.2227,1.45177,1.99626,0.00117451,0.00117451,0.00117451
63,620.201,0.80937,1.42812,0.86947,1.18525,0.81581,0.71105,0.73065,0.46073,0.78243,0.66919,0.71685,0.39484,1.65432,4.41607,1.79638,2.03188,0.00117327,0.00117327,0.00117327
64,630.078,0.81589,1.44038,0.83692,1.13841,0.7635,0.68957,0.80009,0.48519,0.71543,0.66528,0.71967,0.413,1.66755,4.33788,1.66792,2.12612,0.00117204,0.00117204,0.00117204
65,639.846,0.77467,1.38028,0.79494,1.12423,0.68275,0.75499,0.78136,0.49792,0.93716,0.57997,0.71904,0.42195,1.71526,4.23273,1.41336,2.09148,0.0011708,0.0011708,0.0011708
66,649.624,0.8312,1.38561,0.78634,1.09108,0.67136,0.77672,0.77626,0.50929,0.72981,0.67617,0.76033,0.44937,1.69078,4.03776,1.40862,2.0768,0.00116956,0.00116956,0.00116956
67,659.452,0.83311,1.41028,0.80476,1.12224,0.83784,0.7735,0.84428,0.52013,0.77331,0.74524,0.77004,0.39987,1.59797,4.4744,1.29847,2.02131,0.00116833,0.00116833,0.00116833
68,668.994,0.80586,1.43616,0.85848,1.13777,0.8313,0.81924,0.85019,0.55715,0.79169,0.74374,0.79973,0.38367,1.57868,4.48726,1.38271,2.06239,0.00116709,0.00116709,0.00116709
69,679.145,0.83737,1.49542,0.84995,1.13545,0.73971,0.72262,0.72899,0.49139,0.64047,0.63545,0.58981,0.33317,1.603,4.51534,2.35263,2.10827,0.00116585,0.00116585,0.00116585
70,688.753,0.85313,1.42086,0.86516,1.11784,0.75278,0.63298,0.71207,0.44688,0.69748,0.55509,0.61223,0.33607,1.59872,4.30267,2.07625,2.11691,0.00116461,0.00116461,0.00116461
71,698.793,0.77345,1.39987,0.769,1.11022,0.82656,0.72592,0.83248,0.55507,0.89652,0.61457,0.742,0.37482,1.44832,3.84058,1.23343,1.82452,0.00116337,0.00116337,0.00116337
72,708.69,0.7096,1.29613,0.75189,1.07024,0.85129,0.64935,0.80199,0.54345,0.82071,0.63781,0.74751,0.38227,1.48956,3.91073,1.39366,1.83397,0.00116214,0.00116214,0.00116214
73,718.278,0.80161,1.49728,0.81796,1.151,0.5792,0.68793,0.69451,0.42821,0.5792,0.68793,0.68095,0.29741,1.51177,4.2664,1.66345,1.93444,0.0011609,0.0011609,0.0011609
74,727.893,0.81233,1.50776,0.78553,1.15999,0.72675,0.66295,0.65383,0.40919,0.72675,0.66295,0.64199,0.29322,1.5922,4.51864,1.74799,2.05166,0.00115966,0.00115966,0.00115966
75,737.695,0.78836,1.44359,0.75504,1.14438,0.79354,0.80047,0.77849,0.4569,0.71461,0.71905,0.70273,0.38159,1.55415,4.45198,1.38607,1.88972,0.00115843,0.00115843,0.00115843
76,747.573,0.76378,1.34586,0.6945,1.11028,0.78735,0.7729,0.75154,0.48417,0.78735,0.7729,0.74416,0.39782,1.60228,4.85955,1.43447,1.94971,0.00115719,0.00115719,0.00115719
77,757.311,0.76621,1.28743,0.74061,1.12115,0.64875,0.60086,0.6346,0.40572,0.66085,0.59762,0.61166,0.33777,1.71075,4.78375,1.41128,2.03765,0.00115595,0.00115595,0.00115595
78,767.348,0.80138,1.404,0.79936,1.14875,0.53653,0.6437,0.59477,0.41389,0.52224,0.6321,0.56668,0.33208,1.71379,4.88295,1.65754,2.14333,0.00115471,0.00115471,0.00115471
79,777.417,0.7831,1.35488,0.81941,1.08623,0.59566,0.57301,0.60815,0.39125,0.76949,0.49314,0.55585,0.33131,1.73188,4.71967,2.05359,2.18769,0.00115348,0.00115348,0.00115348
80,787.216,0.75704,1.37757,0.75446,1.10417,0.52658,0.75367,0.67879,0.42228,0.59435,0.66805,0.66232,0.35204,1.70472,4.70956,2.00803,2.16228,0.00115224,0.00115224,0.00115224
81,797.171,0.77866,1.27202,0.78059,1.10798,0.66582,0.52619,0.62194,0.4431,0.68096,0.61039,0.60319,0.34447,1.84157,4.43514,1.91836,2.37181,0.001151,0.001151,0.001151
82,806.981,0.8426,1.48254,0.86105,1.17121,0.78389,0.63585,0.62534,0.38037,0.80142,0.57313,0.55436,0.31725,1.77078,4.12001,1.73208,2.22027,0.00114976,0.00114976,0.00114976
83,816.89,0.7895,1.33101,0.78717,1.11911,0.80656,0.60161,0.71821,0.45558,0.80964,0.61549,0.69938,0.38762,1.62584,4.03948,1.65744,2.08223,0.00114853,0.00114853,0.00114853
84,827.021,0.77842,1.40961,0.77908,1.12674,0.64206,0.63459,0.71716,0.44491,0.67253,0.57942,0.64912,0.37516,1.67713,4.08078,1.77494,2.17092,0.00114729,0.00114729,0.00114729
85,836.578,0.73937,1.36591,0.70667,1.08901,0.58512,0.79335,0.72877,0.44045,0.7613,0.54816,0.67391,0.37904,1.70497,4.19327,1.3739,2.28335,0.00114605,0.00114605,0.00114605
86,846.194,0.7474,1.32863,0.77631,1.11134,0.82211,0.74205,0.7543,0.45779,0.77545,0.68929,0.64179,0.37087,1.71618,4.52486,1.20831,2.25616,0.00114481,0.00114481,0.00114481
87,855.902,0.76779,1.32649,0.71563,1.10229,0.70505,0.78119,0.76026,0.50177,0.63181,0.70747,0.66985,0.42365,1.61685,4.47038,1.57779,2.00434,0.00114357,0.00114357,0.00114357
88,865.774,0.73051,1.31291,0.66474,1.05243,0.77472,0.83613,0.81864,0.52284,0.71454,0.77447,0.72211,0.43045,1.60623,4.28542,1.4104,1.97931,0.00114234,0.00114234,0.00114234
89,875.708,0.69914,1.15414,0.68331,1.04901,0.76287,0.57722,0.66208,0.43489,0.76287,0.57722,0.59046,0.38358,1.78214,4.54671,1.52334,2.10212,0.0011411,0.0011411,0.0011411
90,885.633,0.74704,1.28638,0.70684,1.07956,0.67608,0.54762,0.60483,0.38176,0.67414,0.54762,0.55391,0.33908,1.8415,4.6344,1.76101,2.10942,0.00113986,0.00113986,0.00113986
91,895.67,0.74868,1.29414,0.6948,1.10863,0.66148,0.52998,0.59089,0.37354,0.64507,0.51547,0.57805,0.359,1.87636,4.65095,1.88003,2.18805,0.00113863,0.00113863,0.00113863
92,905.278,0.71579,1.22969,0.68307,1.04502,0.81934,0.48581,0.62231,0.39836,0.80226,0.49375,0.59052,0.36317,1.87703,5.06396,1.81668,2.21605,0.00113739,0.00113739,0.00113739
93,914.95,0.78861,1.26945,0.79976,1.12613,0.76936,0.63571,0.6823,0.41999,0.76936,0.63571,0.67941,0.36253,1.73616,7.99815,1.94402,2.12118,0.00113615,0.00113615,0.00113615
94,924.751,0.73288,1.28521,0.66625,1.0584,0.71588,0.51429,0.63609,0.41637,0.73943,0.51429,0.59829,0.37358,1.81138,7.88853,1.78753,2.19956,0.00113491,0.00113491,0.00113491
95,934.362,0.67886,1.22547,0.70503,1.05044,0.72675,0.65804,0.74829,0.48622,0.72916,0.65413,0.69904,0.39009,1.70434,4.39396,1.47086,2.23338,0.00113368,0.00113368,0.00113368
96,944.077,0.72213,1.29715,0.74027,1.06587,0.64406,0.7039,0.73606,0.46446,0.66331,0.66223,0.70618,0.39759,1.76337,4.36425,1.79028,2.35676,0.00113244,0.00113244,0.00113244
97,954.056,0.66986,1.24648,0.62224,1.037,0.87703,0.58041,0.70723,0.44536,0.83812,0.57641,0.68534,0.38109,1.55726,3.69606,1.78498,2.20432,0.0011312,0.0011312,0.0011312
98,963.95,0.62293,1.16086,0.66448,1.02137,0.85941,0.59593,0.74689,0.45657,0.85941,0.59593,0.72448,0.40875,1.61348,3.46868,1.61357,2.26377,0.00112996,0.00112996,0.00112996
99,973.61,0.73481,1.26303,0.70445,1.10578,0.76702,0.75952,0.71674,0.44004,0.66594,0.68085,0.6367,0.35617,1.68839,3.77554,1.48599,2.12743,0.00112873,0.00112873,0.00112873
100,983.366,0.7163,1.24821,0.7019,1.06541,0.80013,0.77635,0.7608,0.45541,0.74022,0.70952,0.66998,0.34478,1.70305,4.06806,1.70345,2.0934,0.00112749,0.00112749,0.00112749
101,993.335,0.69153,1.22235,0.65561,1.05231,0.80212,0.70403,0.77175,0.51027,0.62827,0.71458,0.72127,0.38014,1.54714,4.14252,1.83817,1.99278,0.00112625,0.00112625,0.00112625
102,1003.13,0.62247,1.27295,0.62142,1.04314,0.75612,0.73056,0.75161,0.50821,0.67924,0.68564,0.71803,0.405,1.50336,3.92479,1.80326,1.93759,0.00112501,0.00112501,0.00112501
103,1012.89,0.70777,1.15507,0.63549,1.05249,0.80918,0.7444,0.79607,0.50502,0.71456,0.66768,0.71751,0.42165,1.53969,3.93387,1.65654,1.98786,0.00112378,0.00112378,0.00112378
104,1022.75,0.68269,1.27745,0.70043,1.05368,0.70297,0.77485,0.81662,0.56338,0.66976,0.73707,0.77672,0.4675,1.40442,4.03479,1.55741,1.83909,0.00112254,0.00112254,0.00112254
105,1032.56,0.72024,1.1961,0.70959,1.06619,0.83669,0.7387,0.78918,0.53757,0.81773,0.72686,0.77513,0.4769,1.50199,4.03548,1.45379,2.01361,0.0011213,0.0011213,0.0011213
106,1042.22,0.71376,1.34039,0.72996,1.05835,0.82217,0.71521,0.77405,0.50758,0.80547,0.75548,0.76031,0.40853,1.51049,4.13387,1.44752,2.03094,0.00112006,0.00112006,0.00112006
107,1051.82,0.63101,1.15583,0.65472,1.0496,0.86891,0.69524,0.75957,0.4961,0.87293,0.70147,0.77804,0.41652,1.50542,4.55243,1.39333,2.04354,0.00111882,0.00111882,0.00111882
108,1061.59,0.61889,1.06429,0.57735,1.03195,0.79027,0.70387,0.7538,0.48224,0.7605,0.67215,0.734,0.42296,1.46593,4.49187,1.63237,1.93709,0.00111759,0.00111759,0.00111759
109,1071.35,0.6837,1.09937,0.62661,1.06296,0.62674,0.76309,0.7172,0.48575,0.81247,0.63333,0.70523,0.42119,1.62789,4.04623,1.64637,2.0809,0.00111635,0.00111635,0.00111635
110,1080.88,0.68054,1.05816,0.6075,1.05158,0.63204,0.74863,0.7006,0.49662,0.64512,0.78574,0.7616,0.42221,1.57029,4.06343,1.66442,1.97718,0.00111511,0.00111511,0.00111511
111,1090.89,0.66753,1.30732,0.71628,1.05133,0.71302,0.61947,0.68672,0.51914,0.94072,0.44792,0.61306,0.40727,1.61263,4.48464,1.99097,1.9937,0.00111388,0.00111388,0.00111388
112,1100.59,0.66822,1.13758,0.63325,1.03635,0.80821,0.56278,0.66288,0.49177,0.72639,0.50632,0.56764,0.4008,1.70237,4.82281,2.1097,2.00746,0.00111264,0.00111264,0.00111264
113,1110.47,0.63786,1.09248,0.60073,1.04176,0.74441,0.70467,0.69835,0.47075,0.69825,0.55332,0.59095,0.39626,1.81648,5.35879,1.62782,2.24766,0.0011114,0.0011114,0.0011114
114,1119.9,0.69733,1.20946,0.77332,1.10097,0.7434,0.69757,0.75253,0.50547,0.58981,0.62594,0.61006,0.41892,1.70406,5.19885,1.56498,2.20618,0.00111016,0.00111016,0.00111016
115,1129.93,0.71037,1.19855,0.71238,1.10437,0.74232,0.64644,0.7519,0.51356,0.7229,0.6347,0.71532,0.41212,1.72592,4.32574,1.65689,2.27076,0.00110892,0.00110892,0.00110892
116,1139.83,0.60492,1.07153,0.6131,1.00365,0.69048,0.65598,0.73398,0.49249,0.6702,0.64407,0.70184,0.39875,1.71703,4.31111,1.67665,2.26243,0.00110769,0.00110769,0.00110769
117,1149.68,0.69246,1.17363,0.72545,1.08498,0.78039,0.59101,0.69618,0.46795,0.75881,0.5809,0.67451,0.37946,1.82579,4.12901,1.79078,2.2806,0.00110645,0.00110645,0.00110645
118,1159.56,0.75352,1.13215,0.6773,1.08743,0.63806,0.58665,0.662,0.4585,0.61918,0.57542,0.64099,0.37077,1.79949,4.39477,1.67154,2.18394,0.00110521,0.00110521,0.00110521
119,1169.34,0.65841,1.09594,0.62317,1.03707,0.69086,0.52258,0.67002,0.47282,0.66977,0.51234,0.61632,0.38386,1.65857,4.72849,1.64072,1.9933,0.00110397,0.00110397,0.00110397
120,1179.18,0.69601,1.1613,0.62953,1.06207,0.69357,0.62012,0.68768,0.49158,0.65879,0.5969,0.63167,0.3857,1.65136,4.74407,1.54562,1.97263,0.00110274,0.00110274,0.00110274
121,1189.28,0.68198,1.1445,0.66991,1.03923,0.75629,0.63086,0.71741,0.49149,0.69296,0.58366,0.62399,0.37668,1.64815,4.68168,1.27217,2.02283,0.0011015,0.0011015,0.0011015
122,1198.84,0.66569,1.13269,0.60954,1.06227,0.74346,0.72312,0.74751,0.48909,0.66393,0.65169,0.62648,0.3647,1.6101,4.48812,1.2416,1.94497,0.00110026,0.00110026,0.00110026
123,1208.67,0.65605,1.14459,0.6191,1.06215,0.728,0.72863,0.73325,0.43746,0.65099,0.65952,0.62716,0.35334,1.63818,4.19771,1.38011,2.03468,0.00109903,0.00109903,0.00109903
124,1218.16,0.67142,1.13357,0.65604,1.05771,0.71556,0.72286,0.73711,0.47986,0.7322,0.67563,0.71574,0.3967,1.59985,4.05408,1.30358,2.01789,0.00109779,0.00109779,0.00109779
125,1228.11,0.65694,1.10064,0.67699,1.03402,0.74864,0.64524,0.72242,0.4694,0.72464,0.64832,0.70633,0.41375,1.62048,3.62927,1.26193,1.99966,0.00109655,0.00109655,0.00109655
126,1237.73,0.63286,1.13621,0.66004,1.01841,0.75342,0.7203,0.75337,0.52042,0.75091,0.72221,0.74282,0.41945,1.60417,3.6183,1.26169,1.92662,0.00109531,0.00109531,0.00109531
127,1247.72,0.66942,1.03267,0.69039,1.10509,0.80948,0.758,0.77536,0.54063,0.75534,0.69784,0.74106,0.4415,1.5555,3.97511,1.66708,1.83715,0.00109408,0.00109408,0.00109408
128,1257.3,0.69698,1.14482,0.70486,1.11572,0.81813,0.76528,0.79402,0.58254,0.77196,0.65952,0.69033,0.45314,1.50449,4.03417,1.66618,1.85487,0.00109284,0.00109284,0.00109284
129,1267.23,0.66362,1.13261,0.60545,1.01055,0.88326,0.72143,0.78861,0.58378,0.81171,0.65952,0.69418,0.45563,1.54546,3.92979,1.44193,1.93983,0.0010916,0.0010916,0.0010916
130,1277.1,0.65278,1.20891,0.6149,1.0122,0.83791,0.67187,0.74525,0.53914,0.81118,0.64762,0.66546,0.45078,1.54883,4.04095,1.42992,1.9137,0.00109036,0.00109036,0.00109036
131,1286.81,0.65775,1.04602,0.65915,1.04846,0.78287,0.65629,0.71305,0.47484,0.76578,0.64485,0.6347,0.43121,1.61312,4.00207,1.57582,1.97617,0.00108913,0.00108913,0.00108913
