epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,1297.02,0.62171,1.04419,0.63069,1.02893,0.83429,0.64619,0.69519,0.50155,0.7876,0.62313,0.65657,0.43767,1.67267,4.09302,1.53502,2.04261,0.00108789,0.00108789,0.00108789
133,1306.96,0.64333,1.15715,0.58886,1.04415,0.90513,0.69302,0.77954,0.52208,0.79632,0.61921,0.68515,0.45707,1.73092,4.16683,1.67412,1.97498,0.00108665,0.00108665,0.00108665
134,1317.14,0.61004,1.06866,0.60193,1.03176,0.87658,0.66014,0.73899,0.52031,0.80824,0.63007,0.69222,0.4573,1.74423,3.96592,1.69127,2.04138,0.00108541,0.00108541,0.00108541
135,1327.87,0.67832,1.12252,0.63241,1.07072,0.8659,0.65952,0.73607,0.50856,0.83412,0.64762,0.73047,0.48198,1.56491,3.5164,1.65886,1.86912,0.00108417,0.00108417,0.00108417
136,1337.56,0.67267,1.03423,0.65316,1.06982,0.85916,0.65952,0.73446,0.52756,0.82822,0.64762,0.72765,0.48899,1.6253,3.42723,1.62329,1.97303,0.00108294,0.00108294,0.00108294
137,1347.7,0.67052,1.08662,0.61766,1.06542,0.88178,0.68169,0.74134,0.56181,0.85123,0.66979,0.72469,0.48383,1.51943,3.57263,1.53834,1.89244,0.0010817,0.0010817,0.0010817
138,1357.84,0.58569,1.03339,0.5846,1.0059,0.86092,0.69762,0.74888,0.59014,0.8267,0.68571,0.72082,0.48548,1.37756,3.64671,1.43115,1.7897,0.00108046,0.00108046,0.00108046
139,1367.51,0.61197,1.05943,0.60709,1.02113,0.90875,0.71313,0.7688,0.56479,0.87243,0.70186,0.75529,0.48796,1.6063,3.62918,1.47872,1.99415,0.00107923,0.00107923,0.00107923
140,1377.66,0.60266,1.114,0.58278,0.99268,0.88906,0.71643,0.77685,0.56528,0.82823,0.75047,0.75842,0.47555,1.58799,3.807,1.55604,1.97523,0.00107799,0.00107799,0.00107799
141,1387.7,0.59973,1.07249,0.58719,1.02246,0.88445,0.73333,0.75179,0.5268,0.84022,0.70952,0.73188,0.41055,1.53656,4.30238,1.42679,1.94128,0.00107675,0.00107675,0.00107675
142,1397.27,0.57806,1.01954,0.56159,1.00377,0.87251,0.74524,0.77316,0.51365,0.83511,0.72143,0.71466,0.38084,1.59601,4.67314,1.45259,1.87185,0.00107551,0.00107551,0.00107551
143,1407.08,0.64558,1.13727,0.6014,1.03981,0.82311,0.71528,0.74782,0.48804,0.80226,0.70388,0.69992,0.40494,1.5215,4.63846,1.40271,1.86766,0.00107427,0.00107427,0.00107427
144,1416.8,0.5791,1.08817,0.62727,0.99481,0.72591,0.69762,0.73346,0.51061,0.70007,0.68571,0.69672,0.41944,1.47781,4.50052,1.48035,1.82117,0.00107304,0.00107304,0.00107304
145,1426.41,0.59762,1.05945,0.5902,1.02818,0.75657,0.69762,0.71983,0.50103,0.67275,0.63571,0.65888,0.42107,1.50093,4.36423,1.58249,1.85547,0.0010718,0.0010718,0.0010718
146,1436.4,0.62655,1.07526,0.61569,1.03866,0.68518,0.72853,0.77756,0.55471,0.60981,0.66004,0.69126,0.46388,1.44383,4.22119,1.49334,1.82548,0.00107056,0.00107056,0.00107056
147,1445.87,0.59904,0.97172,0.55621,0.99786,0.70814,0.70847,0.73289,0.48329,0.68896,0.69657,0.7096,0.43488,1.6226,4.71476,1.60497,1.99763,0.00106933,0.00106933,0.00106933
148,1455.91,0.59104,0.96766,0.60039,0.99506,0.83401,0.67381,0.74036,0.46222,0.7789,0.62381,0.65943,0.40915,1.68283,4.87093,1.54618,2.06246,0.00106809,0.00106809,0.00106809
149,1465.79,0.63235,1.07448,0.58744,1.06543,0.83861,0.73333,0.72723,0.46961,0.75414,0.67143,0.65017,0.38394,1.62314,4.87004,1.53591,1.96234,0.00106685,0.00106685,0.00106685
150,1475.66,0.5649,1.01376,0.55969,0.99593,0.7584,0.75714,0.76682,0.49887,0.68759,0.69524,0.64831,0.39045,1.64517,4.7285,1.53273,2.0266,0.00106561,0.00106561,0.00106561
151,1485.3,0.63173,0.94853,0.61852,1.01968,0.85176,0.76105,0.82346,0.55202,0.77333,0.69925,0.71131,0.47002,1.52841,4.2653,1.4268,2.0216,0.00106437,0.00106437,0.00106437
152,1495.28,0.59668,1.05007,0.58793,1.00062,0.9373,0.7211,0.83751,0.57873,0.84507,0.66615,0.7158,0.46596,1.55426,4.17676,1.42114,2.05385,0.00106314,0.00106314,0.00106314
153,1505.14,0.58541,0.91518,0.56298,0.98482,0.79796,0.71716,0.74446,0.50845,0.74094,0.66983,0.62785,0.39291,1.46809,4.65319,1.4283,1.87711,0.0010619,0.0010619,0.0010619
154,1514.75,0.59412,1.02335,0.55901,1.02157,0.86718,0.67381,0.73628,0.5158,0.69188,0.6592,0.61572,0.38443,1.44623,4.93767,1.64948,1.8787,0.00106066,0.00106066,0.00106066
155,1524.4,0.58251,1.04608,0.57409,0.99499,0.74924,0.71773,0.74829,0.49114,0.72818,0.70597,0.69294,0.37306,1.50673,5.08911,1.71727,1.90511,0.00105942,0.00105942,0.00105942
156,1534.12,0.66392,1.20224,0.6098,1.04876,0.78858,0.72099,0.76742,0.52961,0.71847,0.67381,0.68091,0.38674,1.47285,5.04171,1.68686,1.86404,0.00105819,0.00105819,0.00105819
157,1543.64,0.64017,1.07862,0.62719,1.03129,0.88394,0.72383,0.75511,0.52471,0.65435,0.63571,0.60345,0.38842,1.39079,4.6371,1.64383,1.90237,0.00105695,0.00105695,0.00105695
158,1553.41,0.63455,1.13891,0.61302,1.03077,0.91462,0.72143,0.7719,0.544,0.80479,0.60952,0.6609,0.4156,1.34267,4.32818,1.43661,1.86901,0.00105571,0.00105571,0.00105571
159,1563.23,0.54196,1.03082,0.49196,0.9692,0.7869,0.70559,0.74811,0.52913,0.81695,0.61655,0.67351,0.44251,1.36118,4.01569,1.40681,1.81918,0.00105448,0.00105448,0.00105448
160,1572.64,0.61001,1.00914,0.55973,1.01129,0.85316,0.72753,0.76219,0.56366,0.84498,0.65686,0.6825,0.47847,1.41066,3.91421,1.55421,1.87875,0.00105324,0.00105324,0.00105324
161,1582.56,0.54182,0.95143,0.51366,0.96101,0.88747,0.71599,0.74664,0.56954,0.85969,0.65047,0.67676,0.47223,1.52384,4.12327,1.52049,1.93535,0.001052,0.001052,0.001052
162,1592.29,0.577,0.92898,0.53718,1.01269,0.93528,0.70326,0.74734,0.55037,0.8451,0.64361,0.67729,0.47123,1.61066,4.14136,1.74888,1.99621,0.00105076,0.00105076,0.00105076
163,1602.01,0.64998,1.0048,0.58282,1.06033,0.93453,0.65271,0.74827,0.55006,0.8921,0.64091,0.7186,0.45386,1.63741,4.67179,2.0634,1.98372,0.00104952,0.00104952,0.00104952
164,1611.77,0.62608,1.04295,0.5665,1.00357,0.91174,0.65363,0.72165,0.54834,0.87739,0.64173,0.68718,0.4498,1.55976,4.93886,2.016,1.96671,0.00104829,0.00104829,0.00104829
165,1621.87,0.60029,0.93598,0.55398,1.01216,0.90528,0.63479,0.74283,0.53007,0.87083,0.62289,0.70394,0.44056,1.69126,4.60889,1.82646,2.12088,0.00104705,0.00104705,0.00104705
166,1631.57,0.5887,0.92657,0.55275,1.00314,0.76928,0.73333,0.75309,0.5311,0.74901,0.72143,0.71199,0.45597,1.69211,4.38698,1.69365,2.11253,0.00104581,0.00104581,0.00104581
167,1641.33,0.57759,1.02417,0.50863,1.00828,0.89692,0.61541,0.74215,0.5687,0.86424,0.60409,0.70783,0.48005,1.59391,4.07293,1.42806,1.88403,0.00104458,0.00104458,0.00104458
168,1650.85,0.60526,0.94896,0.58013,0.9982,0.76345,0.64762,0.69509,0.51811,0.73318,0.63571,0.6589,0.43681,1.52404,4.02518,1.52509,1.76709,0.00104334,0.00104334,0.00104334
169,1660.53,0.56803,0.96445,0.5333,0.96628,0.8976,0.59762,0.68585,0.52504,0.87569,0.59125,0.67004,0.45927,1.61654,4.03338,1.74373,1.92411,0.0010421,0.0010421,0.0010421
170,1670.25,0.62647,0.9454,0.56475,1.05311,0.81459,0.64481,0.70124,0.52139,0.74399,0.6615,0.69282,0.46501,1.633,3.95791,1.57935,1.9506,0.00104086,0.00104086,0.00104086
171,1679.8,0.5384,0.88316,0.50007,0.96269,0.84919,0.74919,0.77797,0.58589,0.84919,0.74919,0.75987,0.50749,1.42768,3.88242,1.4346,1.77753,0.00103962,0.00103962,0.00103962
172,1689.91,0.56697,0.92835,0.48193,0.99374,0.90959,0.71787,0.7795,0.55434,0.8834,0.70602,0.75049,0.50046,1.33691,3.81424,1.32055,1.85119,0.00103839,0.00103839,0.00103839
173,1699.7,0.56874,0.91261,0.52656,0.97379,0.92286,0.63828,0.76137,0.55577,0.87571,0.62708,0.72017,0.47331,1.33884,4.05564,1.37707,1.85099,0.00103715,0.00103715,0.00103715
174,1709.47,0.55536,0.97213,0.53629,0.99159,0.70449,0.72822,0.75909,0.55254,0.68,0.71655,0.72747,0.46491,1.29555,4.25408,1.36237,1.79904,0.00103591,0.00103591,0.00103591
175,1719,0.52925,0.9266,0.51597,0.95679,0.7677,0.77143,0.77637,0.54455,0.74491,0.75952,0.74758,0.46819,1.44749,4.46654,1.43717,1.90401,0.00103468,0.00103468,0.00103468
176,1728.88,0.57128,1.00813,0.52872,0.99203,0.75486,0.76784,0.79696,0.5789,0.73502,0.74213,0.77129,0.47164,1.36862,4.41904,1.38094,1.85823,0.00103344,0.00103344,0.00103344
177,1738.72,0.56005,1.03516,0.56604,0.9859,0.87898,0.66915,0.81324,0.58265,0.86052,0.64673,0.75689,0.48731,1.4056,4.36766,1.62024,1.86051,0.0010322,0.0010322,0.0010322
178,1748.17,0.55615,0.91481,0.51374,0.98331,0.87743,0.65796,0.81442,0.59446,0.86253,0.63922,0.76411,0.49232,1.43544,4.25569,1.71585,1.88155,0.00103096,0.00103096,0.00103096
179,1758.15,0.58013,1.00423,0.54723,0.99741,0.87203,0.57619,0.75688,0.5615,0.87203,0.57619,0.73856,0.47876,1.36242,3.94781,1.77042,1.75363,0.00102972,0.00102972,0.00102972
180,1767.95,0.56842,0.94521,0.51274,1.00132,0.88582,0.59946,0.77597,0.55358,0.82469,0.56462,0.72091,0.47193,1.51199,3.8583,1.69841,1.84358,0.00102849,0.00102849,0.00102849
181,1777.91,0.52057,0.87564,0.48979,0.95969,0.77661,0.80601,0.80427,0.48914,0.78769,0.77068,0.72912,0.41417,1.59976,4.07334,1.62373,2.02352,0.00102725,0.00102725,0.00102725
182,1787.73,0.55925,0.98099,0.50739,0.99147,0.69575,0.76784,0.78982,0.51107,0.80269,0.66127,0.70772,0.41545,1.63779,4.32029,1.55618,2.07519,0.00102601,0.00102601,0.00102601
183,1797.38,0.51897,0.82594,0.46879,0.94462,0.82925,0.64123,0.77976,0.52391,0.82925,0.64123,0.74511,0.43063,1.55011,4.1809,1.56127,1.98555,0.00102478,0.00102478,0.00102478
184,1807.36,0.55911,0.97726,0.54052,0.98963,0.81963,0.7179,0.83388,0.56244,0.75835,0.68147,0.72882,0.45299,1.50335,4.28119,1.48436,1.92896,0.00102354,0.00102354,0.00102354
185,1817.27,0.50542,0.83151,0.43735,0.93775,0.85946,0.75727,0.83348,0.6226,0.77536,0.64484,0.70396,0.47572,1.39876,4.56457,1.44403,1.8352,0.0010223,0.0010223,0.0010223
186,1827.06,0.58595,0.93483,0.52701,1.01994,0.91006,0.69151,0.81391,0.60778,0.8249,0.62766,0.72903,0.48498,1.4083,4.58458,1.39524,1.88381,0.00102106,0.00102106,0.00102106
187,1836.98,0.52464,0.89077,0.50067,0.97866,0.89121,0.8304,0.86216,0.59406,0.84695,0.75582,0.78196,0.47845,1.49203,4.68111,1.33149,2.00799,0.00101983,0.00101983,0.00101983
188,1846.66,0.54777,0.89762,0.52217,0.99415,0.83719,0.78333,0.80052,0.57609,0.92701,0.68419,0.75074,0.45617,1.50521,4.77798,1.39577,2.00362,0.00101859,0.00101859,0.00101859
189,1856.45,0.4991,0.93837,0.5063,0.95679,0.91967,0.7238,0.79508,0.57551,0.83061,0.67283,0.72062,0.43353,1.63032,4.81918,1.3554,2.06169,0.00101735,0.00101735,0.00101735
190,1866.14,0.5102,0.83211,0.48188,0.95169,0.83481,0.80072,0.79822,0.566,0.91554,0.61234,0.71969,0.4268,1.70091,4.71747,1.43808,2.06998,0.00101611,0.00101611,0.00101611
191,1876.02,0.56025,0.95887,0.53711,1.00138,0.81008,0.75687,0.7799,0.56296,0.7945,0.74902,0.7667,0.43436,1.7101,4.36835,1.58843,2.03064,0.00101488,0.00101488,0.00101488
192,1885.63,0.50017,0.88923,0.51667,0.95939,0.86375,0.68347,0.77608,0.56209,0.84054,0.67211,0.76244,0.44044,1.64046,4.23042,1.57673,1.93798,0.00101364,0.00101364,0.00101364
193,1895.23,0.52099,0.90601,0.47723,0.95981,0.7754,0.66446,0.7028,0.49375,0.75483,0.65531,0.67595,0.41869,1.40306,4.02171,1.54023,1.8444,0.0010124,0.0010124,0.0010124
194,1904.95,0.55683,0.88471,0.50351,0.98663,0.71899,0.74945,0.70938,0.50797,0.70511,0.73795,0.68146,0.41468,1.44104,4.09706,1.48866,1.9428,0.00101116,0.00101116,0.00101116
195,1914.68,0.53493,0.9129,0.50581,0.97173,0.86982,0.63046,0.70424,0.51389,0.84362,0.61897,0.68339,0.42872,1.53096,4.5574,1.43884,2.03951,0.00100993,0.00100993,0.00100993
196,1924.39,0.52399,0.89451,0.52616,0.9988,0.79718,0.75171,0.72399,0.52966,0.77825,0.73997,0.70262,0.4343,1.47633,4.3269,1.42737,1.96861,0.00100869,0.00100869,0.00100869
197,1934.24,0.53264,0.87724,0.49141,0.97271,0.78719,0.71726,0.71168,0.53671,0.78719,0.71726,0.70392,0.46523,1.4156,4.14211,1.37183,1.90624,0.00100745,0.00100745,0.00100745
198,1943.8,0.58362,0.89727,0.52929,1.01578,0.86092,0.6512,0.71401,0.57565,0.86092,0.6512,0.71401,0.50098,1.31043,4.07469,1.61213,1.82804,0.00100621,0.00100621,0.00100621
199,1953.61,0.51333,0.84303,0.48864,0.96954,0.83067,0.70294,0.72687,0.54847,0.87022,0.6789,0.72004,0.47777,1.37725,4.02977,1.75727,1.83003,0.00100497,0.00100497,0.00100497
200,1963.31,0.5549,0.8881,0.53592,1.00402,0.91603,0.684,0.75458,0.5434,0.88646,0.6722,0.72895,0.48142,1.43794,4.35665,1.85974,1.87662,0.00100374,0.00100374,0.00100374
201,1973.01,0.57427,0.94,0.56081,1.01706,0.88853,0.63808,0.7676,0.53187,0.78321,0.56429,0.63805,0.46304,1.40688,5.03557,1.75383,1.73958,0.0010025,0.0010025,0.0010025
202,1982.8,0.53862,0.88599,0.4778,0.97761,0.86629,0.65475,0.77014,0.52382,0.78278,0.59333,0.64569,0.45183,1.50161,5.27129,1.71676,1.86322,0.00100126,0.00100126,0.00100126
203,1992.85,0.54008,0.89146,0.53207,0.99391,0.89025,0.66498,0.77263,0.56577,0.85103,0.58257,0.69989,0.48412,1.4822,4.81531,1.57119,1.93335,0.00100003,0.00100003,0.00100003
204,2002.46,0.55459,0.92853,0.5077,0.99033,0.89048,0.70412,0.74213,0.5524,0.80831,0.64291,0.67522,0.47813,1.50654,4.52353,1.61407,1.93135,0.000998787,0.000998787,0.000998787
205,2012.53,0.52129,0.89315,0.50305,0.98228,0.89399,0.72081,0.73272,0.52248,0.81996,0.63571,0.65985,0.44161,1.58333,4.2587,1.44015,2.01179,0.00099755,0.00099755,0.00099755
206,2022.21,0.52697,0.90108,0.52265,1.00074,0.92595,0.71393,0.78101,0.50205,0.83714,0.64762,0.6909,0.42763,1.61168,4.14469,1.2918,2.10691,0.000996313,0.000996313,0.000996313
207,2031.87,0.55782,0.86484,0.46275,0.99169,0.84104,0.80372,0.82668,0.50486,0.76647,0.72264,0.74513,0.42589,1.65657,3.95162,1.28353,2.13089,0.000995075,0.000995075,0.000995075
208,2041.68,0.54431,0.88825,0.4756,0.98482,0.80859,0.67956,0.79685,0.46925,0.71125,0.548,0.65462,0.39398,1.67901,3.98904,1.38811,2.14079,0.000993838,0.000993838,0.000993838
209,2051.32,0.52872,0.85271,0.4646,0.95486,0.63599,0.76816,0.76131,0.4856,0.83455,0.5708,0.68774,0.39212,1.61795,4.11557,1.44272,2.0638,0.0009926,0.0009926,0.0009926
210,2061.18,0.51963,0.82141,0.50766,0.98664,0.81954,0.68795,0.76754,0.50252,0.74586,0.73694,0.73262,0.40501,1.58432,4.19835,1.38481,2.05204,0.000991363,0.000991363,0.000991363
211,2070.81,0.47954,0.89239,0.46863,0.96541,0.82601,0.80067,0.8392,0.57743,0.78708,0.74209,0.75506,0.4551,1.46707,4.23829,1.0774,1.9204,0.000990125,0.000990125,0.000990125
212,2080.8,0.57355,0.95054,0.52588,0.98066,0.84658,0.76305,0.84022,0.59453,0.80202,0.71241,0.77735,0.49403,1.45004,4.19225,1.12405,1.90494,0.000988888,0.000988888,0.000988888
213,2090.58,0.53489,0.78291,0.49471,0.9776,0.77539,0.78691,0.81239,0.596,0.86151,0.64998,0.76239,0.48329,1.42532,4.35692,1.31787,1.96957,0.00098765,0.00098765,0.00098765
214,2100.56,0.53563,0.82386,0.48075,0.9642,0.79052,0.8047,0.81284,0.55766,0.73079,0.72353,0.75093,0.4934,1.42832,4.44758,1.51439,1.95571,0.000986413,0.000986413,0.000986413
215,2110.02,0.47359,0.80096,0.42452,0.94827,0.87028,0.72381,0.81735,0.57758,0.84581,0.7119,0.77332,0.49443,1.48216,4.6008,1.72206,2.00996,0.000985175,0.000985175,0.000985175
216,2119.87,0.51951,0.90913,0.47986,0.97307,0.85797,0.72025,0.78769,0.5848,0.83179,0.70835,0.76642,0.50302,1.40371,4.63951,1.69207,1.87082,0.000983938,0.000983938,0.000983938
217,2129.35,0.52475,0.85887,0.4846,0.96119,0.83654,0.697,0.77766,0.59433,0.82123,0.73678,0.77788,0.5004,1.37703,4.7028,1.40873,1.80439,0.0009827,0.0009827,0.0009827
218,2139.09,0.54832,0.89451,0.50022,1.01716,0.82863,0.73388,0.78983,0.60494,0.83222,0.68931,0.74951,0.51021,1.33259,4.54456,1.20234,1.81466,0.000981462,0.000981462,0.000981462
219,2148.94,0.51294,0.82155,0.47599,0.95947,0.94075,0.80861,0.86116,0.62722,0.89586,0.7848,0.84549,0.52878,1.36073,4.51315,1.34273,1.74379,0.000980225,0.000980225,0.000980225
220,2158.92,0.53037,0.81169,0.4879,0.95761,0.94421,0.74359,0.80914,0.58918,0.91607,0.73126,0.78841,0.48513,1.5503,4.68499,1.61373,1.92963,0.000978988,0.000978988,0.000978988
221,2168.35,0.56189,0.90722,0.52221,0.9954,0.91626,0.74964,0.78844,0.58945,0.88962,0.73802,0.7777,0.5081,1.56764,5.06055,1.98803,2.0388,0.00097775,0.00097775,0.00097775
222,2178.19,0.50436,0.81198,0.47624,0.98555,0.89904,0.75608,0.7954,0.58908,0.87947,0.7402,0.77765,0.51645,1.50658,4.83178,2.02036,1.99836,0.000976513,0.000976513,0.000976513
223,2187.75,0.5401,0.87559,0.51839,1.00563,0.74594,0.80521,0.77811,0.5655,0.80074,0.65602,0.73239,0.51771,1.47569,4.41025,1.98712,2.02443,0.000975275,0.000975275,0.000975275
224,2197.61,0.51417,0.86563,0.47614,0.9623,0.80622,0.70988,0.74296,0.52298,0.78584,0.69978,0.73854,0.4812,1.55114,4.31428,2.18742,2.05735,0.000974038,0.000974038,0.000974038
225,2207.66,0.50746,0.80774,0.46184,0.96622,0.81049,0.70952,0.73796,0.50675,0.78663,0.69762,0.72933,0.48398,1.6767,4.32762,2.12444,2.15881,0.0009728,0.0009728,0.0009728
226,2217.27,0.49865,0.8107,0.47928,0.96174,0.78168,0.67048,0.71559,0.50568,0.75988,0.65895,0.71865,0.46523,1.68096,4.33118,2.12066,2.1908,0.000971562,0.000971562,0.000971562
227,2227.05,0.52442,0.90033,0.5063,0.95781,0.84379,0.56222,0.6762,0.4156,0.76289,0.52982,0.58836,0.38323,1.76307,4.55443,2.5391,2.34783,0.000970325,0.000970325,0.000970325
228,2236.69,0.54218,0.82085,0.50913,0.97402,0.8372,0.56175,0.6038,0.39684,0.73108,0.52391,0.57003,0.36776,1.7477,4.62109,2.93703,2.3195,0.000969088,0.000969088,0.000969088
229,2246.26,0.54519,0.8046,0.47158,0.97374,0.8277,0.58292,0.58105,0.36872,0.71386,0.53566,0.52773,0.3344,1.70708,4.52836,2.50851,2.29841,0.00096785,0.00096785,0.00096785
230,2256.02,0.51337,0.8384,0.51526,0.96462,0.82342,0.63631,0.74691,0.50845,0.7915,0.6244,0.71274,0.4281,1.57468,4.4637,1.88728,2.18277,0.000966613,0.000966613,0.000966613
231,2265.78,0.48451,0.82679,0.45427,0.96178,0.96372,0.65455,0.79446,0.57041,0.93394,0.61537,0.70642,0.47762,1.5688,4.2863,1.73889,2.04716,0.000965375,0.000965375,0.000965375
232,2275.23,0.53075,0.96049,0.48755,0.99172,0.96469,0.67534,0.77598,0.54839,0.92426,0.59578,0.68504,0.48336,1.54424,4.19406,1.65529,2.05421,0.000964138,0.000964138,0.000964138
233,2285.16,0.5179,0.82665,0.45882,0.95612,0.93089,0.6797,0.80098,0.58298,0.84067,0.61779,0.68289,0.48186,1.43882,4.2027,1.49207,2.03887,0.0009629,0.0009629,0.0009629
234,2294.75,0.48003,0.82423,0.45307,0.96091,0.90487,0.66905,0.82173,0.57167,0.8053,0.61171,0.72763,0.48422,1.4708,4.15828,1.56393,1.98746,0.000961663,0.000961663,0.000961663
235,2304.64,0.492,0.79396,0.4433,0.9592,0.87341,0.68865,0.80868,0.55993,0.66423,0.74964,0.73209,0.49143,1.46963,4.20506,1.38895,2.07283,0.000960425,0.000960425,0.000960425
236,2314.29,0.45082,0.74414,0.4182,0.92794,0.83995,0.68333,0.77505,0.54782,0.77633,0.63852,0.68147,0.47926,1.45508,4.31873,1.50739,2.03531,0.000959187,0.000959187,0.000959187
237,2323.75,0.54602,0.84142,0.4697,1.01229,0.88176,0.73333,0.73331,0.55246,0.79349,0.63571,0.64,0.45739,1.46069,4.8519,1.6285,1.99734,0.00095795,0.00095795,0.00095795
238,2333.59,0.51926,0.76452,0.45592,0.96789,0.88942,0.72575,0.7323,0.53026,0.7644,0.62856,0.62151,0.4443,1.52885,5.03881,1.63282,2.00116,0.000956713,0.000956713,0.000956713
239,2343.15,0.47478,0.86104,0.42928,0.93575,0.87817,0.68571,0.70964,0.51562,0.78916,0.62381,0.61614,0.44033,1.5849,5.1377,1.49096,2.02483,0.000955475,0.000955475,0.000955475
240,2353.02,0.5322,0.83823,0.47507,0.96816,0.8688,0.68571,0.70642,0.55103,0.78474,0.62896,0.63833,0.44847,1.61479,4.95647,1.67756,2.03824,0.000954237,0.000954237,0.000954237
241,2362.67,0.50915,0.79332,0.45966,0.96268,0.88641,0.67381,0.73617,0.54326,0.80252,0.62209,0.65922,0.48503,1.63386,4.47353,1.52471,2.14997,0.000953,0.000953,0.000953
242,2372.49,0.46397,0.74946,0.46078,0.92851,0.87766,0.65072,0.75402,0.54733,0.84536,0.6119,0.65756,0.47763,1.5597,4.33177,1.46737,2.05025,0.000951763,0.000951763,0.000951763
243,2381.82,0.49879,0.78649,0.43625,0.9546,0.89612,0.66553,0.80169,0.58343,0.8735,0.6537,0.72911,0.5183,1.55604,4.08726,1.55232,2.02961,0.000950525,0.000950525,0.000950525
244,2391.95,0.52517,0.84768,0.44219,0.97951,0.93921,0.65254,0.77607,0.58057,0.93921,0.65254,0.75946,0.53176,1.59858,4.01803,1.57462,2.04851,0.000949288,0.000949288,0.000949288
245,2401.6,0.51243,0.73181,0.45266,0.97607,0.88627,0.65496,0.77569,0.5826,0.88627,0.65496,0.72245,0.49578,1.46552,4.06641,1.40889,1.91437,0.00094805,0.00094805,0.00094805
246,2411.29,0.50924,0.73697,0.43106,0.9564,0.90507,0.71764,0.7985,0.59852,0.86999,0.67632,0.73552,0.48664,1.45035,3.96748,1.41407,1.94342,0.000946812,0.000946812,0.000946812
247,2421.08,0.4987,0.82465,0.43755,0.97368,0.8198,0.70806,0.80299,0.56791,0.77375,0.65966,0.73995,0.4667,1.50005,4.14132,1.39255,1.87606,0.000945575,0.000945575,0.000945575
248,2430.57,0.54498,0.87282,0.47829,0.98075,0.83613,0.64696,0.79007,0.56315,0.73366,0.6127,0.72394,0.47426,1.48641,4.09195,1.34624,1.8626,0.000944338,0.000944338,0.000944338
249,2440.66,0.54102,0.79027,0.48193,0.97904,0.80689,0.72244,0.764,0.58595,0.73799,0.66121,0.6967,0.48728,1.42721,3.84174,1.33312,1.77874,0.0009431,0.0009431,0.0009431
250,2450.17,0.51038,0.75481,0.46677,0.96182,0.85089,0.6499,0.74274,0.53666,0.82586,0.63799,0.71569,0.47649,1.49196,3.85413,1.39438,1.77889,0.000941862,0.000941862,0.000941862
251,2460.08,0.47809,0.84626,0.4598,0.96379,0.87872,0.66497,0.75696,0.53147,0.89282,0.58689,0.69316,0.46354,1.55526,4.11195,1.55395,1.90031,0.000940625,0.000940625,0.000940625
252,2469.67,0.4948,0.78508,0.45152,0.9863,0.87428,0.65222,0.78537,0.5436,0.82641,0.54048,0.70099,0.4578,1.5331,4.2775,1.49835,1.93614,0.000939388,0.000939388,0.000939388
253,2479.51,0.45762,0.74957,0.46728,0.9438,0.71988,0.77388,0.78216,0.52741,0.75117,0.64369,0.72482,0.44043,1.49789,4.39781,1.49132,1.94594,0.00093815,0.00093815,0.00093815
254,2489.4,0.48285,0.81071,0.46943,0.95838,0.86297,0.72143,0.81873,0.52882,0.86966,0.66416,0.76135,0.44688,1.53546,4.39088,1.57385,2.01321,0.000936913,0.000936913,0.000936913
255,2499.26,0.48567,0.80689,0.41604,0.95236,0.92531,0.65,0.77694,0.55499,0.89732,0.6381,0.75032,0.45165,1.52121,4.50116,1.53487,2.1019,0.000935675,0.000935675,0.000935675
256,2509.1,0.50293,0.80065,0.48106,0.97373,0.9209,0.65685,0.78124,0.53928,0.88636,0.64085,0.75394,0.43743,1.53011,4.71893,1.6636,2.09612,0.000934438,0.000934438,0.000934438
257,2518.72,0.50377,0.79018,0.44094,0.96022,0.89923,0.6381,0.74777,0.51184,0.87148,0.62619,0.69726,0.41458,1.46791,4.81216,1.697,2.09412,0.0009332,0.0009332,0.0009332
258,2528.33,0.53965,0.86105,0.50514,1.00516,0.92085,0.64513,0.73721,0.5005,0.88186,0.62619,0.67669,0.41758,1.50444,4.82256,1.83293,2.06511,0.000931963,0.000931963,0.000931963
259,2538.29,0.48483,0.78726,0.44964,0.92118,0.7243,0.7113,0.71126,0.5329,0.7243,0.7113,0.72649,0.46384,1.52838,4.72756,1.73932,2.12781,0.000930725,0.000930725,0.000930725
260,2547.9,0.4686,0.78783,0.45285,0.96085,0.79788,0.66032,0.72566,0.55152,0.79788,0.66032,0.72793,0.4816,1.57543,4.63764,1.7812,2.13356,0.000929487,0.000929487,0.000929487
261,2557.68,0.48404,0.74902,0.43407,0.97142,0.829,0.69762,0.74273,0.52531,0.829,0.69762,0.73505,0.4527,1.49179,4.94782,1.69672,2.00487,0.00092825,0.00092825,0.00092825
262,2567.3,0.47767,0.8107,0.41812,0.93992,0.7696,0.71143,0.72214,0.51641,0.88269,0.64614,0.69244,0.43772,1.54291,5.25079,1.86548,1.97092,0.000927013,0.000927013,0.000927013
