epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,105.51,1.25395,1.77057,0.87115,1.12298,0.81895,0.75653,0.80997,0.46059,0.82955,0.7679,0.8576,0.46326,1.54148,2.67562,1.02148,1.53285,0.0011719,0.0011719,0.0011719
32,108.688,1.26347,1.80999,0.74377,1.09046,0.81895,0.75653,0.80997,0.46059,0.82955,0.7679,0.8576,0.46326,1.54148,2.67562,1.02148,1.53285,0.0011554,0.0011554,0.0011554
33,111.9,1.22369,1.77267,0.76946,1.04748,0.71285,0.83046,0.79991,0.50439,0.73486,0.85232,0.84254,0.48068,1.37878,2.45969,1.31454,1.36039,0.00113889,0.00113889,0.00113889
34,115.065,1.1894,1.76503,0.76303,1.09922,0.71285,0.83046,0.79991,0.50439,0.73486,0.85232,0.84254,0.48068,1.37878,2.45969,1.31454,1.36039,0.00112239,0.00112239,0.00112239
35,118.268,1.1708,1.74349,0.75034,1.03245,0.74909,0.77063,0.80342,0.53901,0.77143,0.79165,0.85481,0.53121,1.38201,2.29242,1.00095,1.32773,0.00110589,0.00110589,0.00110589
36,121.465,1.11093,1.74153,0.70987,1.0455,0.72523,0.77489,0.78049,0.48297,0.73024,0.77727,0.8114,0.49286,1.43883,2.35499,0.98317,1.37671,0.00108938,0.00108938,0.00108938
37,124.65,1.18602,1.67716,0.74054,1.07642,0.72523,0.77489,0.78049,0.48297,0.73024,0.77727,0.8114,0.49286,1.43883,2.35499,0.98317,1.37671,0.00107288,0.00107288,0.00107288
38,127.826,1.14572,1.66949,0.71833,1.06146,0.79192,0.83182,0.85884,0.54174,0.78614,0.94318,0.91291,0.56817,1.42238,2.45477,0.78229,1.37227,0.00105638,0.00105638,0.00105638
39,131.048,1.07114,1.58889,0.66637,1.01679,0.84063,0.81364,0.85592,0.56022,0.9146,0.90177,0.94799,0.58534,1.41635,2.4209,0.96629,1.36303,0.00103987,0.00103987,0.00103987
40,134.255,1.17631,1.70849,0.74089,1.07703,0.84063,0.81364,0.85592,0.56022,0.9146,0.90177,0.94799,0.58534,1.41635,2.4209,0.96629,1.36303,0.00102337,0.00102337,0.00102337
41,137.447,1.14328,1.6349,0.6627,1.07782,0.78598,0.85006,0.91557,0.58496,0.79995,0.86143,0.9242,0.59141,1.33871,2.33815,0.90231,1.29706,0.00100687,0.00100687,0.00100687
42,140.692,1.09949,1.60486,0.69164,1.0563,0.78598,0.85006,0.91557,0.58496,0.79995,0.86143,0.9242,0.59141,1.33871,2.33815,0.90231,1.29706,0.000990365,0.000990365,0.000990365
43,144.002,1.15048,1.60405,0.70861,1.07157,0.7673,0.93182,0.9223,0.5707,0.76703,0.91935,0.91912,0.60405,1.39111,2.35746,0.85026,1.36311,0.000973861,0.000973861,0.000973861
44,147.203,1.15942,1.65081,0.73353,1.07759,0.82837,0.94318,0.9364,0.6054,0.91471,0.88537,0.9427,0.64401,1.37429,2.30921,0.77635,1.35658,0.000957358,0.000957358,0.000957358
45,150.497,1.1097,1.62037,0.74149,1.03705,0.82837,0.94318,0.9364,0.6054,0.91471,0.88537,0.9427,0.64401,1.37429,2.30921,0.77635,1.35658,0.000940855,0.000940855,0.000940855
46,153.763,1.09107,1.55525,0.67224,1.02822,0.70719,0.93042,0.91963,0.60693,0.81744,0.87513,0.95937,0.65548,1.30726,2.2149,0.74142,1.31969,0.000924352,0.000924352,0.000924352
47,157.026,1.09265,1.66714,0.65437,1.06018,0.84719,0.92293,0.92618,0.63733,0.85778,0.93429,0.94715,0.64824,1.26506,2.24394,0.82707,1.30177,0.000907848,0.000907848,0.000907848
48,160.3,1.14863,1.60985,0.65627,1.07059,0.84719,0.92293,0.92618,0.63733,0.85778,0.93429,0.94715,0.64824,1.26506,2.24394,0.82707,1.30177,0.000891345,0.000891345,0.000891345
49,163.574,1.08608,1.57326,0.65845,1.02985,0.91557,0.91653,0.94056,0.66135,0.94438,0.94318,0.97066,0.66525,1.23379,2.2357,0.78208,1.27536,0.000874842,0.000874842,0.000874842
50,166.812,1.08843,1.63139,0.66698,1.05455,0.91557,0.91653,0.94056,0.66135,0.94438,0.94318,0.97066,0.66525,1.23379,2.2357,0.78208,1.27536,0.000858338,0.000858338,0.000858338
51,170.102,1.09865,1.60529,0.64572,1.00399,0.84886,0.95864,0.93161,0.64657,0.87819,0.97702,0.95047,0.65324,1.24317,2.10777,0.67047,1.26907,0.000841835,0.000841835,0.000841835
52,173.31,1.15982,1.63393,0.6634,1.05653,0.80735,0.95455,0.92763,0.63512,0.81745,0.96591,0.94464,0.66201,1.21955,2.04464,0.6757,1.25302,0.000825332,0.000825332,0.000825332
53,176.519,1.07997,1.49076,0.62612,0.9929,0.80735,0.95455,0.92763,0.63512,0.81745,0.96591,0.94464,0.66201,1.21955,2.04464,0.6757,1.25302,0.000808828,0.000808828,0.000808828
54,179.737,1.085,1.53478,0.63948,1.01505,0.81435,0.95455,0.93939,0.65904,0.83337,0.97727,0.95781,0.67423,1.26103,2.05017,0.7262,1.27678,0.000792325,0.000792325,0.000792325
55,183.043,1.0605,1.56234,0.62407,1.00173,0.83728,0.93182,0.89659,0.6226,0.84943,0.94318,0.91758,0.63075,1.30127,2.06194,0.73374,1.31627,0.000775822,0.000775822,0.000775822
56,186.257,1.06649,1.559,0.62148,1.01047,0.83728,0.93182,0.89659,0.6226,0.84943,0.94318,0.91758,0.63075,1.30127,2.06194,0.73374,1.31627,0.000759318,0.000759318,0.000759318
57,189.466,1.08824,1.5927,0.65153,1.00781,0.81832,0.91559,0.91167,0.64561,0.82896,0.9153,0.93116,0.64506,1.26965,2.05683,0.7339,1.30944,0.000742815,0.000742815,0.000742815
58,192.62,1.0469,1.52632,0.61839,0.99759,0.81832,0.91559,0.91167,0.64561,0.82896,0.9153,0.93116,0.64506,1.26965,2.05683,0.7339,1.30944,0.000726312,0.000726312,0.000726312
59,195.785,1.04472,1.54044,0.60381,1.03134,0.91185,0.90766,0.93805,0.64723,0.92377,0.91786,0.94366,0.6614,1.28077,2.07098,0.7064,1.35236,0.000709809,0.000709809,0.000709809
60,198.954,1.08387,1.63674,0.61671,1.00779,0.91895,0.9078,0.94949,0.65685,0.93089,0.91916,0.96659,0.66474,1.23139,2.05176,0.68084,1.28362,0.000693305,0.000693305,0.000693305
61,202.128,1.08652,1.60695,0.59173,1.02495,0.91895,0.9078,0.94949,0.65685,0.93089,0.91916,0.96659,0.66474,1.23139,2.05176,0.68084,1.28362,0.000676802,0.000676802,0.000676802
62,205.321,1.01825,1.49675,0.61118,1.01787,0.90685,0.92045,0.95391,0.62742,0.91874,0.93182,0.96989,0.65859,1.25851,2.04282,0.70332,1.27976,0.000660299,0.000660299,0.000660299
63,208.511,1.13008,1.59928,0.63215,1.05586,0.90768,0.89773,0.94896,0.63611,0.89092,0.95455,0.96935,0.65153,1.27649,2.00861,0.67953,1.2937,0.000643795,0.000643795,0.000643795
64,211.718,1.01955,1.49515,0.60315,0.98149,0.90768,0.89773,0.94896,0.63611,0.89092,0.95455,0.96935,0.65153,1.27649,2.00861,0.67953,1.2937,0.000627292,0.000627292,0.000627292
65,214.871,1.09901,1.65075,0.60573,1.01949,0.91867,0.90839,0.94932,0.64172,0.87491,0.97727,0.96716,0.65999,1.29463,2.03062,0.68904,1.30961,0.000610789,0.000610789,0.000610789
66,218.05,1.04502,1.52994,0.58277,0.99991,0.91867,0.90839,0.94932,0.64172,0.87491,0.97727,0.96716,0.65999,1.29463,2.03062,0.68904,1.30961,0.000594286,0.000594286,0.000594286
67,221.254,1.01217,1.5492,0.57071,0.99564,0.83707,0.93238,0.94399,0.66195,0.84779,0.94346,0.95937,0.66212,1.25046,2.01822,0.69897,1.26873,0.000577782,0.000577782,0.000577782
68,224.422,1.01254,1.49885,0.56749,0.99652,0.81012,0.96275,0.92966,0.65503,0.93943,0.89959,0.96316,0.66052,1.23855,2.05687,0.71881,1.25006,0.000561279,0.000561279,0.000561279
69,227.586,1.03939,1.43446,0.58499,1.00101,0.81012,0.96275,0.92966,0.65503,0.93943,0.89959,0.96316,0.66052,1.23855,2.05687,0.71881,1.25006,0.000544776,0.000544776,0.000544776
70,230.805,0.97931,1.4672,0.55575,0.97938,0.85231,0.93674,0.9433,0.67546,0.86243,0.9481,0.95274,0.65927,1.22143,2.09673,0.69639,1.22508,0.000528272,0.000528272,0.000528272
71,234.054,1.00238,1.48832,0.56666,0.99295,0.9005,0.93182,0.943,0.70386,0.92207,0.95455,0.95707,0.66558,1.19815,2.14388,0.66335,1.20967,0.000511769,0.000511769,0.000511769
72,237.307,0.96544,1.43748,0.57125,0.9855,0.9005,0.93182,0.943,0.70386,0.92207,0.95455,0.95707,0.66558,1.19815,2.14388,0.66335,1.20967,0.000495266,0.000495266,0.000495266
73,240.534,1.03307,1.51884,0.57619,1.05264,0.92711,0.95076,0.95106,0.69761,0.92811,0.94448,0.95163,0.67721,1.22673,2.16152,0.66782,1.22474,0.000478762,0.000478762,0.000478762
74,243.77,0.94508,1.40798,0.55188,0.96386,0.92711,0.95076,0.95106,0.69761,0.92811,0.94448,0.95163,0.67721,1.22673,2.16152,0.66782,1.22474,0.000462259,0.000462259,0.000462259
75,247.023,0.95899,1.4855,0.54169,0.97159,0.92455,0.95455,0.95636,0.70499,0.93629,0.96591,0.966,0.68624,1.22418,2.16628,0.65233,1.22622,0.000445756,0.000445756,0.000445756
76,250.303,1.0253,1.51743,0.58109,0.9975,0.91954,0.95414,0.95549,0.69555,0.93044,0.96497,0.96513,0.68427,1.23409,2.16571,0.63329,1.23953,0.000429253,0.000429253,0.000429253
77,253.465,0.99749,1.47039,0.56332,0.9969,0.91954,0.95414,0.95549,0.69555,0.93044,0.96497,0.96513,0.68427,1.23409,2.16571,0.63329,1.23953,0.000412749,0.000412749,0.000412749
78,256.635,1.00543,1.52648,0.5756,0.9911,0.89363,0.92045,0.94639,0.69099,0.91729,0.94318,0.96449,0.67547,1.23635,2.16001,0.62307,1.2499,0.000396246,0.000396246,0.000396246
79,259.812,1.01606,1.51165,0.55838,1.0194,0.89317,0.95455,0.9617,0.67474,0.89511,0.95455,0.96509,0.68236,1.21394,2.1213,0.60728,1.23673,0.000379743,0.000379743,0.000379743
80,263.044,1.01985,1.47869,0.56429,1.00335,0.89317,0.95455,0.9617,0.67474,0.89511,0.95455,0.96509,0.68236,1.21394,2.1213,0.60728,1.23673,0.000363239,0.000363239,0.000363239
81,266.273,0.96521,1.43373,0.55218,0.9574,0.89314,0.95142,0.96112,0.6709,0.91508,0.97393,0.98081,0.69559,1.22682,2.1028,0.60735,1.24611,0.000346736,0.000346736,0.000346736
82,269.459,0.98873,1.55662,0.57305,1.00878,0.89314,0.95142,0.96112,0.6709,0.91508,0.97393,0.98081,0.69559,1.22682,2.1028,0.60735,1.24611,0.000330233,0.000330233,0.000330233
83,272.658,0.98291,1.45173,0.53294,0.99391,0.90938,0.93963,0.95953,0.68539,0.93333,0.96096,0.98054,0.69107,1.23584,2.09096,0.61141,1.25196,0.000313729,0.000313729,0.000313729
84,275.853,1.00229,1.49561,0.56374,0.98486,0.91317,0.92045,0.94641,0.667,0.92312,0.94865,0.96974,0.67982,1.27703,2.10781,0.63702,1.27013,0.000297226,0.000297226,0.000297226
85,279.043,0.92116,1.4505,0.53783,0.95784,0.91317,0.92045,0.94641,0.667,0.92312,0.94865,0.96974,0.67982,1.27703,2.10781,0.63702,1.27013,0.000280723,0.000280723,0.000280723
86,282.298,0.94142,1.42215,0.54664,0.99908,0.91731,0.91605,0.94693,0.69628,0.92639,0.93076,0.96955,0.67615,1.25772,2.09372,0.618,1.2537,0.00026422,0.00026422,0.00026422
87,285.505,0.92392,1.39896,0.52323,0.95093,0.92122,0.90678,0.96116,0.71987,0.95847,0.93583,0.98483,0.68535,1.21871,2.06901,0.60926,1.22591,0.000247716,0.000247716,0.000247716
88,288.8,0.89736,1.41137,0.51254,0.95287,0.92122,0.90678,0.96116,0.71987,0.95847,0.93583,0.98483,0.68535,1.21871,2.06901,0.60926,1.22591,0.000231213,0.000231213,0.000231213
89,292.053,0.94087,1.40874,0.52273,0.97667,0.94459,0.89549,0.96114,0.73433,0.97113,0.91775,0.98019,0.6828,1.17932,2.05546,0.60078,1.20279,0.00021471,0.00021471,0.00021471
90,295.341,0.98093,1.45415,0.52764,0.96597,0.94459,0.89549,0.96114,0.73433,0.97113,0.91775,0.98019,0.6828,1.17932,2.05546,0.60078,1.20279,0.000198206,0.000198206,0.000198206
91,298.559,0.93131,1.49853,0.52975,0.98311,0.93873,0.89773,0.96112,0.735,0.95204,0.90909,0.97318,0.6848,1.15502,2.04427,0.60755,1.19511,0.000181703,0.000181703,0.000181703
92,301.712,0.95595,1.4735,0.51756,0.98015,0.9402,0.89773,0.95731,0.74083,0.95349,0.90909,0.97296,0.68376,1.16172,2.05048,0.6174,1.20087,0.0001652,0.0001652,0.0001652
93,304.822,0.95264,1.5421,0.52797,1.00437,0.9402,0.89773,0.95731,0.74083,0.95349,0.90909,0.97296,0.68376,1.16172,2.05048,0.6174,1.20087,0.000148696,0.000148696,0.000148696
94,307.956,0.903,1.40227,0.5071,0.95812,0.937,0.89773,0.95727,0.73417,0.95024,0.90909,0.97342,0.68275,1.16602,2.05894,0.61911,1.2039,0.000132193,0.000132193,0.000132193
95,311,0.94511,1.46445,0.50665,0.99309,0.93386,0.89773,0.95588,0.73245,0.94712,0.90909,0.97253,0.67694,1.1595,2.05609,0.62878,1.19934,0.00011569,0.00011569,0.00011569
96,314.077,0.90394,1.41821,0.48937,0.96929,0.93386,0.89773,0.95588,0.73245,0.94712,0.90909,0.97253,0.67694,1.1595,2.05609,0.62878,1.19934,9.91865e-05,9.91865e-05,9.91865e-05
97,317.084,0.89362,1.45069,0.49554,0.97698,0.93409,0.89773,0.95963,0.72813,0.94715,0.90909,0.97128,0.68547,1.14479,2.05784,0.62167,1.18925,8.26832e-05,8.26832e-05,8.26832e-05
98,320.124,0.9231,1.45013,0.49991,0.96727,0.93409,0.89773,0.95963,0.72813,0.94715,0.90909,0.97128,0.68547,1.14479,2.05784,0.62167,1.18925,6.61799e-05,6.61799e-05,6.61799e-05
99,323.192,0.9219,1.37568,0.49905,0.9565,0.93555,0.89773,0.96051,0.72799,0.9486,0.90909,0.97057,0.68332,1.13769,2.06198,0.62192,1.18539,4.96766e-05,4.96766e-05,4.96766e-05
100,326.234,0.85812,1.37538,0.49023,0.94806,0.93479,0.89773,0.96047,0.72918,0.9481,0.90909,0.97029,0.6845,1.1359,2.0687,0.62233,1.18522,3.31733e-05,3.31733e-05,3.31733e-05
